Date,Close,AdjClose,Volume,Currency
2018-08-09,3419.0,3419.0,186182,GBp
2018-08-10,3382.0,3382.0,215025,GBp
2018-08-13,3350.0,3350.0,168010,GBp
2018-08-14,3384.0,3384.0,167719,GBp
2018-08-15,3261.0,3261.0,258919,GBp
2018-08-16,3317.0,3317.0,84992,GBp
2018-08-17,3314.0,3314.0,87286,GBp
2018-08-20,3334.0,3334.0,123156,GBp
2018-08-21,3315.0,3315.0,172639,GBp
2018-08-22,3254.0,3254.0,172194,GBp
2018-08-23,3291.0,3291.0,119390,GBp
2018-08-24,3278.0,3278.0,149072,GBp
2018-08-28,3250.0,3250.0,164371,GBp
2018-08-29,3233.0,3233.0,207481,GBp
2018-08-30,3193.0,3193.0,164608,GBp
2018-08-31,3171.0,3171.0,433991,GBp
2018-09-03,3164.0,3164.0,121455,GBp
2018-09-04,3130.0,3130.0,460338,GBp
2018-09-05,3118.0,3118.0,271346,GBp
2018-09-06,3095.0,3095.0,275327,GBp
2018-09-07,3058.0,3058.0,193157,GBp
2018-09-10,3071.0,3071.0,202916,GBp
2018-09-11,3032.0,3032.0,226301,GBp
2018-09-12,3119.0,3119.0,154859,GBp
2018-09-13,3125.0,3125.0,165422,GBp
2018-09-14,3133.0,3133.0,172682,GBp
2018-09-17,3130.0,3130.0,83728,GBp
2018-09-18,3171.0,3171.0,251469,GBp
2018-09-19,3158.0,3158.0,219121,GBp
2018-09-20,3078.0,3078.0,158518,GBp
2018-09-21,3020.0,3020.0,381916,GBp
2018-09-24,2983.0,2983.0,221444,GBp
2018-09-25,2837.0,2837.0,1287854,GBp
2018-09-26,2868.0,2868.0,793239,GBp
2018-09-27,2779.0,2779.0,669989,GBp
2018-09-28,2877.0,2877.0,535828,GBp
2018-10-01,2650.0,2650.0,1628661,GBp
2018-10-02,2544.0,2544.0,982818,GBp
2018-10-03,2577.0,2577.0,583894,GBp
2018-10-04,2553.0,2553.0,162702,GBp
2018-10-05,2586.0,2586.0,365547,GBp
2018-10-08,2488.0,2488.0,809855,GBp
2018-10-09,2495.0,2495.0,563720,GBp
2018-10-10,2363.0,2363.0,1344745,GBp
2018-10-11,2329.0,2329.0,635181,GBp
2018-10-12,2458.0,2458.0,708152,GBp
2018-10-15,2525.0,2525.0,634053,GBp
2018-10-16,2644.0,2644.0,584303,GBp
2018-10-17,2611.0,2611.0,655664,GBp
2018-10-18,2458.0,2458.0,363287,GBp
2018-10-19,2386.0,2386.0,634357,GBp
